time,pwm,distance,angle,control,velocity,target,target_center_offset
1704376053638328347,660000,0,560000,0,0.5620985627174377,False,0
1704376053737949824,660000,0,560000,0,0.0,False,0
1704376053839460007,660000,0,560000,0,0.0,False,0
1704376053937966347,660000,0,560000,0,0.0,False,0
1704376054039081088,660000,0,560000,0,0.0,False,0
1704376054139289764,660000,0,560000,0,0.0,False,0
1704376054239042203,660000,0,560000,0,0.0,False,0
1704376054339112677,660000,0,560000,0,0.0,False,0
1704376054439046818,660000,0,560000,0,0.0,False,0
1704376054539308956,660000,0,560000,0,0.0,False,0
1704376054639491558,660000,0,560000,0,0.0,False,0
1704376054739139220,660000,0,560000,0,0.0,False,0
1704376054839092213,660000,0,560000,0,0.0,False,0
1704376054939146298,660000,0,560000,0,0.0,False,0
1704376055039264456,660000,0,560000,0,0.0,False,0
1704376055139156412,660000,0,560000,0,0.0,False,0
1704376055239793694,660000,0,560000,0,0.0,False,0
1704376055339376524,660000,0,560000,0,0.0,False,0
1704376055439088944,660000,0,560000,0,0.0,False,0
1704376055539442785,660000,0,560000,0,0.0,False,0
1704376055639093040,660000,0,560000,0,0.0,False,0
1704376055739105791,660000,0,560000,0,0.0,False,0
1704376055839683537,660000,0,560000,0,0.0,False,0
1704376055939497087,660000,0,560000,0,0.0,False,0
1704376056039574893,660000,0,560000,0,0.0,False,0
1704376056139020223,660000,0,560000,0,0.0,False,0
1704376056239212324,660000,0,560000,0,0.0,False,0
1704376056339453888,660000,0,560000,0,0.0,False,0
1704376056439058828,660000,0,560000,0,0.0,False,0
1704376056539228893,660000,0,560000,0,0.0,False,0
1704376056638966387,660000,0,560000,0,0.0,False,0
1704376056739637687,660000,0,560000,0,0.0,False,0
1704376056839438089,660000,0,560000,0,0.0,False,0
1704376056939081676,660000,0,560000,0,0.0,False,0
1704376057039532034,660000,0,560000,0,0.0,False,0
1704376057138944828,660000,0,560000,0,0.03490888327360153,False,0
1704376057239441018,660000,0,560000,0,0.0,False,0
1704376057339380066,660000,0,560000,0,0.0,False,0
1704376057439352280,660000,0,560000,0,0.0,False,0
1704376057538931831,660000,0,560000,0,0.0,False,0
1704376057638961600,660000,0,560000,0,0.0,False,0
1704376057739249534,660000,0,560000,0,0.0,False,0
1704376057839092971,660000,0,560000,0,0.0,False,0
1704376057938838613,660000,0,560000,0,0.0,False,0
1704376058039520080,660000,0,560000,0,0.0,False,0
1704376058139307277,660000,0,560000,0,0.0,False,0
1704376058239343527,660000,0,560000,0,0.0,False,0
1704376058339446907,660000,0,560000,0,0.0,False,0
1704376058439347417,660000,0,560000,0,0.0,False,0
1704376058539083615,660000,0,560000,0,0.0,False,0
1704376058639026014,660000,0,560000,0,0.0,False,0
1704376058739056079,660000,0,560000,0,0.0,False,0
1704376058839724287,660000,0,560000,0,0.0,False,0
1704376058939203042,660000,0,560000,0,0.0,False,0
1704376059039504530,660000,0,560000,0,0.0,False,0
1704376059139101340,660000,0,560000,0,0.0,False,0
1704376059239654511,660000,0,560000,0,0.0,False,0
1704376059339325857,660000,0,560000,0,0.0,False,0
1704376059439405292,660000,0,560000,0,0.0,False,0
1704376059539690354,660000,0,560000,0,0.0,False,0
1704376059639360422,660000,0,560000,0,0.0,False,0
1704376059739016046,660000,0,560000,0,0.0,False,0
1704376059838958964,660000,0,560000,0,0.0,False,0
1704376059939056621,660000,0,560000,0,0.0,False,0
1704376060039698809,660000,0,560000,0,0.0,False,0
1704376060138997899,660000,0,560000,0,0.0,False,0
1704376060239355072,660000,0,560000,0,0.0,False,0
1704376060338948511,660000,0,560000,0,0.0,False,0
1704376060439229184,660000,0,560000,0,0.0,False,0
1704376060539475339,660000,0,560000,0,0.0,False,0
1704376060639343220,660000,0,560000,0,0.0,False,0
1704376060739080936,660000,0,560000,0,0.0,False,0
1704376060839393090,660000,0,560000,0,0.0,False,0
1704376060939114306,660000,0,560000,0,0.0,False,0
1704376061039409331,660000,0,560000,0,0.0,False,0
1704376061139353748,660000,0,560000,0,0.0,False,0
1704376061239150036,660000,0,560000,0,0.0,False,0
1704376061338938121,660000,0,560000,0,0.0,False,0
1704376061438622689,660000,0,560000,0,0.0,False,0
1704376061539052842,660000,0,560000,0,0.0,False,0
1704376061639569068,660000,0,560000,0,0.0,False,0
1704376061739127933,660000,0,560000,0,0.0,False,0
1704376061838826482,660000,0,560000,0,0.0,False,0
1704376061939424652,660000,0,560000,0,0.0,False,0
1704376062038973499,660000,0,560000,0,0.0,False,0
1704376062139451170,660000,0,560000,0,0.0,False,0
1704376062238998053,660000,0,560000,0,0.0,False,0
1704376062339506872,660000,0,560000,0,0.0,False,0
1704376062439238550,660000,0,560000,0,0.0,False,0
1704376062539195799,660000,0,560000,0,0.0,False,0
1704376062639016810,660000,0,560000,0,0.0,False,0
1704376062739491203,660000,0,560000,0,0.0,False,0
1704376062838979568,660000,0,560000,0,0.0,False,0
1704376062939071391,660000,0,560000,0,0.0,False,0
1704376063039342619,660000,0,560000,0,0.0,False,0
1704376063139038723,660000,0,560000,0,0.0,False,0
1704376063238980380,660000,0,560000,0,0.0,False,0
1704376063338723447,660000,0,560000,0,0.0,False,0
1704376063439175988,660000,0,560000,0,0.0,False,0
1704376063539372309,660000,0,560000,0,0.0,False,0
1704376063639339003,660000,0,560000,0,0.0,False,0
1704376063738952015,660000,0,560000,0,0.0,False,0
1704376063839072949,660000,0,560000,0,0.0,False,0
1704376063939098272,660000,0,560000,0,0.0,False,0
1704376064038926170,660000,0,560000,0,0.0,False,0
1704376064139108658,660000,0,560000,0,0.0,False,0
1704376064239078833,660000,0,560000,0,0.0,False,0
1704376064339056379,660000,0,560000,0,0.0,False,0
1704376064439487939,660000,0,560000,0,0.0,False,0
1704376064539129172,660000,0,560000,0,0.0,False,0
1704376064639050496,660000,0,560000,0,0.0,False,0
1704376064739453278,660000,0,560000,0,0.0,False,0
1704376064839181715,660000,0,560000,0,0.0,False,0
1704376064939184927,660000,0,560000,0,0.0,False,0
1704376065039164972,660000,0,560000,0,0.0,False,0
1704376065139250460,660000,0,560000,0,0.0,False,0
1704376065239801963,660000,0,560000,0,0.0,False,0
1704376065339223643,660000,0,560000,0,0.0,False,0
1704376065439609610,660000,0,560000,0,0.0,False,0
1704376065539430083,660000,0,560000,0,0.0,False,0
1704376065639265759,660000,0,560000,0,0.0,False,0
1704376065739128694,660000,0,560000,0,0.0,False,0
1704376065839790455,660000,0,560000,0,0.0,False,0
1704376065938961952,660000,0,560000,0,0.0,False,0
1704376066039207661,660000,0,560000,0,0.0,False,0
1704376066139194132,660000,0,560000,0,0.0,False,0
1704376066238922957,660000,0,560000,0,0.0,False,0
1704376066338691318,660000,0,560000,0,0.0,False,0
1704376066439342987,660000,0,560000,0,0.0,False,0
1704376066539807323,660000,0,560000,0,0.0,False,0
1704376066639526537,660000,0,560000,0,0.0,False,0
1704376066739358972,660000,0,560000,0,0.0,False,0
1704376066839392906,660000,0,560000,0,0.0,False,0
1704376066939325432,660000,0,560000,0,0.0,False,0
1704376067039114460,660000,0,560000,0,0.0,False,0
1704376067139510464,660000,0,560000,0,0.0,False,0
1704376067239173197,660000,0,560000,0,0.0,False,0
1704376067339287481,660000,0,560000,0,0.0,False,0
1704376067438974139,660000,0,560000,0,0.0,False,0
1704376067539044090,660000,0,560000,0,0.0,False,0
1704376067639118189,660000,0,560000,0,0.014754697680473328,False,0
1704376067738923698,660000,0,560000,0,0.0,False,0
1704376067838923169,660000,0,560000,0,0.0,False,0
1704376067939363376,660000,0,560000,0,0.0,False,0
1704376068039157237,660000,0,560000,0,0.0,False,0
1704376068139288391,660000,0,560000,0,0.0,False,0
1704376068239097696,660000,0,560000,0,0.0,False,0
1704376068339526958,660000,0,560000,0,0.0,False,0
1704376068439184246,660000,0,560000,0,0.0,False,0
1704376068539447251,660000,0,560000,0,0.0,False,0
1704376068639869161,660000,0,560000,0,0.0,False,0
1704376068739109823,660000,0,560000,0,0.0,False,0
1704376068838977943,660000,0,560000,0,0.0,False,0
1704376068939117449,660000,0,560000,0,0.0,False,0
1704376069039359398,660000,0,560000,0,0.0,False,0
1704376069138920205,660000,0,560000,0,0.0,False,0
1704376069239586502,660000,0,560000,0,0.0,False,0
1704376069339621082,660000,0,560000,0,0.0,False,0
1704376069439047613,660000,0,560000,0,0.0,False,0
1704376069538853084,660000,0,560000,0,0.0,False,0
1704376069638868832,660000,0,560000,0,0.0,False,0
1704376069738962412,660000,0,560000,0,0.0,False,0
1704376069839437970,660000,0,560000,0,0.0,False,0
1704376069939108128,660000,0,560000,0,0.0,False,0
1704376070039596630,660000,0,560000,0,0.0,False,0
1704376070139289047,660000,0,560000,0,0.0,False,0
1704376070239069148,660000,0,560000,0,0.0,False,0
1704376070339375707,660000,0,560000,0,0.0,False,0
1704376070439274233,660000,0,560000,0,0.0,False,0
1704376070539146778,660000,0,560000,0,0.0,False,0
1704376070639358819,660000,0,560000,0,0.0,False,0
1704376070739287752,660000,0,560000,0,0.0,False,0
1704376070841157630,660000,0,560000,0,0.0,False,0
1704376070938930454,660000,0,560000,0,0.0,False,0
1704376071038949552,660000,0,560000,0,0.0,False,0
1704376071139391351,660000,0,560000,0,0.0,False,0
1704376071238957398,660000,0,560000,0,0.0,False,0
1704376071339015867,660000,0,560000,0,0.0,False,0
1704376071439782125,660000,0,560000,0,0.0326901338994503,False,0
1704376071539004583,660000,0,560000,0,0.0,False,0
1704376071638969756,660000,0,560000,0,0.0,False,0
1704376071739027929,660000,0,560000,0,0.0,False,0
1704376071839331562,660000,0,560000,0,0.0,False,0
1704376071938686129,660000,0,560000,0,0.0,False,0
1704376072039328167,660000,0,560000,0,0.0,False,0
1704376072139644670,660000,0,560000,0,0.0,False,0
1704376072238922275,660000,0,560000,0,0.0,False,0
1704376072339420758,660000,0,560000,0,0.0,False,0
1704376072439307802,660000,0,560000,0,0.0,False,0
1704376072539709434,660000,0,560000,0,0.0,False,0
1704376072639003057,660000,0,560000,0,0.0,False,0
1704376072739015118,660000,0,560000,0,0.0,False,0
1704376072840124059,660000,0,560000,0,0.0,False,0
1704376072939482237,660000,0,560000,0,0.0,False,0
1704376073038938229,660000,0,560000,0,0.0,False,0
1704376073139772783,660000,0,560000,0,0.0,False,0
1704376073239116535,660000,0,560000,0,0.0,False,0
1704376073338807785,660000,0,560000,0,0.0,False,0
1704376073438976141,660000,0,560000,0,0.0,False,0
1704376073539004905,660000,0,560000,0,0.0,False,0
1704376073640754950,660000,0,560000,0,0.0,False,0
1704376073739889149,660000,0,560000,0,0.0,False,0
1704376073839004293,660000,0,560000,0,0.0,False,0
1704376073939262203,660000,0,560000,0,0.0,False,0
1704376074039327782,660000,0,560000,0,0.0,False,0
1704376074139258992,660000,0,560000,0,0.0,False,0
1704376074238894797,660000,0,560000,0,0.0,False,0
1704376074338791915,660000,0,560000,0,0.0,False,0
