time,field.data
1702387918917837142,8.192230224609375
1702387918966644048,11.010774612426758
1702387919016424179,14.630597114562988
1702387919065904855,11.49014663696289
1702387919116990566,9.358734130859375
1702387919166318893,10.90416145324707
1702387919218005657,10.677461624145508
1702387919266044139,8.707000732421875
1702387919317502975,10.229475021362305
1702387919365831375,9.70857048034668
1702387919413589715,9.9592924118042
1702387919466567516,7.1129560470581055
1702387919514995813,13.204198837280273
1702387919565152883,10.654878616333008
1702387919617171525,12.244124412536621
1702387919665193319,9.848665237426758
1702387919715525150,12.009256362915039
1702387919767324447,11.556327819824219
1702387919816538572,9.856927871704102
1702387919865036487,13.045763969421387
1702387919920408487,10.811553955078125
1702387919966360330,13.794158935546875
1702387920014912843,14.547769546508789
1702387920066079139,13.123730659484863
1702387920117301464,15.505841255187988
1702387920165524721,12.589359283447266
1702387920216063499,16.401647567749023
1702387920267543554,12.708460807800293
1702387920316733121,11.372325897216797
1702387920366050958,14.128750801086426
1702387920415061950,10.736516952514648
1702387920467355489,14.059775352478027
1702387920518154859,15.251297950744629
1702387920565939903,12.78376293182373
1702387920619877576,13.22746467590332
1702387920666093826,14.578313827514648
1702387920716710329,16.518259048461914
1702387920766261816,16.38747215270996
1702387920818122386,13.982963562011719
1702387920865378379,11.500658988952637
1702387920916615247,15.416976928710938
1702387920965548276,13.094355583190918
1702387921016520738,14.303990364074707
1702387921066927909,12.470959663391113
1702387921116037368,16.41352081298828
1702387921165692090,14.243582725524902
1702387921216977596,12.632049560546875
1702387921268884420,13.616819381713867
1702387921317252635,13.066872596740723
1702387921368422031,15.331774711608887
1702387921417587280,12.942012786865234
1702387921467271089,11.73911190032959
1702387921515146732,13.419576644897461
1702387921566192150,12.559170722961426
1702387921615135431,11.724549293518066
1702387921664828300,13.960491180419922
1702387921718177556,15.227360725402832
1702387921765902996,15.22233772277832
1702387921815591335,13.42422103881836
1702387921866446256,14.534676551818848
1702387921916082620,15.134867668151855
1702387921967400074,13.91042423248291
1702387922018819808,14.264294624328613
1702387922066937685,14.485026359558105
1702387922117160558,14.593119621276855
1702387922169139623,16.879281997680664
1702387922215444803,16.64072036743164
1702387922265945911,15.460567474365234
1702387922316631317,15.603068351745605
1702387922367395639,14.921728134155273
1702387922416800975,16.872953414916992
1702387922467387199,16.21539878845215
1702387922517614126,15.298954963684082
1702387922567989587,15.702241897583008
1702387922617014169,13.841705322265625
1702387922666822910,17.804542541503906
1702387922717460632,16.565532684326172
1702387922766735315,17.863754272460938
1702387922815725326,15.923100471496582
1702387922866383314,15.496622085571289
1702387922916218519,15.469653129577637
1702387922968848228,17.629377365112305
1702387923016159296,14.060124397277832
1702387923065837383,15.740375518798828
1702387923117413043,15.571131706237793
1702387923169143199,16.431291580200195
1702387923218638420,16.310731887817383
1702387923269087791,15.516502380371094
1702387923316709518,11.462764739990234
1702387923366176605,18.299293518066406
1702387923416209220,15.509796142578125
1702387923466256141,15.091036796569824
1702387923517412185,13.783928871154785
1702387923566850662,16.831802368164062
1702387923617437601,19.237213134765625
1702387923667336463,17.159379959106445
1702387923718971252,14.622157096862793
1702387923765854835,16.204387664794922
1702387923820230007,15.391273498535156
1702387923865790128,13.100828170776367
1702387923916682481,14.937333106994629
1702387923966528177,15.41254711151123
1702387924016461133,11.571208953857422
1702387924067682981,16.85269546508789
1702387924117977619,15.641824722290039
1702387924167119979,14.183566093444824
1702387924217902660,15.470973014831543
1702387924267484426,15.495074272155762
1702387924317006349,19.185684204101562
1702387924366689443,15.49317455291748
1702387924415887117,15.760634422302246
1702387924464932680,11.60012435913086
1702387924515824794,17.92169189453125
1702387924569550514,17.157516479492188
1702387924616294622,17.859920501708984
1702387924669503211,15.28935432434082
1702387924716249942,13.921807289123535
1702387924770165443,11.75374698638916
1702387924817320346,14.519845008850098
1702387924864828348,13.960531234741211
1702387924915950298,15.241735458374023
1702387924966782569,11.541227340698242
1702387925017016172,13.657344818115234
1702387925067309379,15.944209098815918
1702387925115612745,15.177849769592285
1702387925168337345,10.48566722869873
1702387925214759588,11.849957466125488
1702387925265511989,10.335455894470215
1702387925315976858,14.14857006072998
1702387925366711139,17.492036819458008
1702387925416293621,14.98874568939209
1702387925466926813,16.790864944458008
1702387925516625404,17.04517936706543
1702387925566870689,10.621095657348633
1702387925617509365,14.600462913513184
1702387925668419122,15.369251251220703
1702387925717516899,16.701322555541992
1702387925766907930,12.359654426574707
1702387925816188097,14.191285133361816
1702387925865855216,15.48735523223877
1702387925916362047,15.368834495544434
1702387925967180728,15.421600341796875
1702387926016932964,15.276865005493164
1702387926066968202,15.520215034484863
1702387926117879390,10.60489559173584
1702387926167479753,11.482515335083008
1702387926217504739,13.557101249694824
1702387926267219543,15.069223403930664
1702387926317443370,16.877567291259766
1702387926367378473,15.363027572631836
1702387926417783975,16.39548683166504
1702387926467164278,14.622648239135742
1702387926516860723,15.730569839477539
1702387926568334579,14.824067115783691
1702387926618025779,16.574176788330078
1702387926667492389,12.286110877990723
1702387926716680526,11.422614097595215
1702387926765380859,17.31804084777832
1702387926816922426,14.833405494689941
1702387926866428136,16.880672454833984
1702387926916450262,11.855627059936523
1702387926966262817,13.917901992797852
1702387927015409469,14.270296096801758
1702387927066456556,14.207334518432617
1702387927115970849,13.95948314666748
1702387927166319131,15.303637504577637
1702387927216633558,15.242058753967285
1702387927265848398,15.473512649536133
1702387927315427303,15.551897048950195
