time,field.data
1702387927364953756,17.6364803314209
1702387927414772272,16.355426788330078
1702387927465318918,13.557424545288086
1702387927518207550,14.073481559753418
1702387927566108465,12.543331146240234
1702387927616132497,12.071292877197266
1702387927666590213,13.505257606506348
1702387927716753005,14.373749732971191
1702387927767571926,12.766908645629883
1702387927816526651,11.564037322998047
