%time,field.data
1702392022694542169,9.85516357421875
1702392022995103120,7.942404270172119
1702392023295346736,8.045716285705566
1702392023601254463,7.9249796867370605
1702392023892920017,7.989421844482422
1702392024195049285,7.984694480895996
1702392024493556261,7.879626274108887
1702392024797826290,7.981980323791504
1702392025105588436,8.041059494018555
1702392025395012617,7.931290149688721
1702392025693261623,7.596135139465332
1702392025992450237,7.70442533493042
1702392026293931961,7.70831823348999
1702392026594316482,7.818456172943115
1702392026893648386,10.176218032836914
1702392027194384813,7.546589374542236
1702392027494896411,7.367665767669678
1702392027793302536,7.3491010665893555
1702392028092149496,7.347556114196777
1702392028392718553,7.443593978881836
1702392028692456960,7.398486137390137
1702392028994425296,7.346988201141357
1702392029298831701,7.298117637634277
1702392029594433784,6.123180866241455
1702392029894857406,4.059629917144775
