time,pwm,distance,angle,control,velocity,target
1703003575375043019,715000,0.4580443501472473,571013,715000.0,0.0,True
1703003575473156741,660000,0.4605467617511749,571031,660000.0,0.0,True
1703003575589935852,660000,0.45722657442092896,574801,660000.0,0.0,True
1703003575679405648,585000,0.45806071162223816,578566,585000.0,0.0,True
1703003575776893389,660000,0.45719388127326965,580830,660000.0,0.0,True
1703003575877975463,660000,0.4563433825969696,574850,660000.0,0.0,True
1703003575971827481,715000,0.4565151333808899,572613,715000.0,0.0,True
1703003576075696685,660000,0.4570630192756653,573379,660000.0,0.0,True
1703003576173431907,660000,0.46062853932380676,573394,660000.0,0.0,True
1703003576283416296,660000,0.4574228525161743,572679,660000.0,0.0,True
1703003576376113666,660000,0.4577336013317108,574931,660000.0,0.0,True
1703003576478579740,660000,0.41303399205207825,577190,660000.0,0.0,True
1703003576574836666,715000,0.4662629961967468,571221,715000.0,0.0,True
1703003576677606018,660000,0.47043365240097046,577226,660000.0,0.0,True
1703003576775774148,660000,0.495514839887619,576503,660000.0,0.0,True
1703003576874420129,715000,0.5516796708106995,575015,715000.0,0.0,True
1703003576978603073,660000,0.7109742164611816,575034,660000.0,0.0,True
1703003577075365444,660000,0.7079321146011353,575052,660000.0,0.0,True
1703003577176748870,585000,0.821095883846283,577312,585000.0,0.0,True
1703003577269147740,660000,0.892103374004364,572082,660000.0,0.0,True
1703003577376709555,732032,1.0347888469696045,577344,732032.8125,0.0,True
1703003577473745647,766189,1.1877946853637695,563859,766189.1875,1.7484897375106812,True
1703003577576458684,717235,1.2488988637924194,572124,717235.75,2.6647911071777344,True
1703003577678195073,752770,1.3168805837631226,572136,752770.0,2.5369105339050293,True
1703003577772907851,715000,1.46224844455719,572148,715000.0,3.504225969314575,True
1703003577880768721,749774,1.0379945039749146,566152,749774.875,5.55103874206543,True
1703003577971194517,737162,1.641136884689331,563901,737163.0,4.079683780670166,True
1703003578077270795,715000,1.4425809383392334,566153,715000.0,4.64535665512085,True
1703003578180320110,745241,1.5289626121520996,566153,745241.8125,4.600642204284668,True
1703003578278030091,718110,1.2198842763900757,566153,718110.875,5.748586654663086,True
1703003578385671998,715000,1.3990015983581543,569897,721197.5625,5.734360218048096,True
1703003578474812943,753689,1.5539292097091675,557180,753689.25,5.728036880493164,True
1703003578576577646,738723,1.7372664213180542,566158,738723.125,6.330541133880615,True
1703003578676900517,740766,1.6551944017410278,557190,740766.25,6.279982566833496,True
1703003578775258535,718374,0.9492168426513672,554946,718374.0625,6.059421062469482,True
1703003578876305220,751962,1.8543636798858643,563933,751963.0,5.903661727905273,True
1703003578972481850,722564,1.114505648612976,560190,722564.125,6.068312644958496,True
1703003579079229183,720458,0.9610827565193176,569198,720458.125,6.342301845550537,True
1703003579176539646,715000,0.8725094795227051,591659,715000.0,6.129635810852051,True
1703003579275782183,752094,2.509352922439575,572223,752094.875,5.945307731628418,True
1703003579372271498,660000,2.339435577392578,568488,660000.0,7.007373809814453,True
1703003579473491109,726731,1.6553007364273071,572246,726731.3125,7.307624816894531,True
1703003579572468664,715000,0.7720048427581787,581262,715000.0,6.837838172912598,True
1703003579674837109,715000,1.0244848728179932,563295,715000.0,6.085790157318115,True
1703003579778200312,660000,0.9255748987197876,560000,747585.5,6.824169158935547,False
1703003579878715016,660000,2.715489625930786,560000,747585.5,6.22382926940918,False
1703003579981196368,660000,1.5614200830459595,560000,747585.5,5.54788875579834,False
1703003580076464942,660000,3.399461030960083,560000,747585.5,4.727649211883545,False
1703003580178322738,660000,1.2818634510040283,560000,747585.5,4.092063903808594,False
1703003580272483627,660000,1.2818634510040283,560000,747585.5,3.137995719909668,False
1703003580373018701,660000,5.311674118041992,560000,747585.5,2.6962976455688477,False
1703003580474212182,660000,3.888360023498535,560000,747585.5,2.3507094383239746,False
1703003580575812979,660000,3.888360023498535,560000,747585.5,1.5313878059387207,False
1703003580677791256,660000,3.888360023498535,560000,747585.5,0.0,False
1703003580768864775,660000,3.888360023498535,560000,747585.5,0.0,False
1703003580875918830,660000,3.888360023498535,560000,747585.5,0.0,False
1703003580972428830,660000,15.605613708496094,560000,747585.5,0.0,False
1703003581074021515,660000,15.605613708496094,560000,747585.5,0.0,False
1703003581177685997,660000,15.605613708496094,560000,747585.5,0.24446983635425568,False
1703003581273217608,660000,11.775602340698242,560000,747585.5,0.0,False
1703003581380126182,660000,11.775602340698242,560000,747585.5,0.0,False
1703003581471147219,660000,5.908969402313232,560000,747585.5,0.0,False
1703003581572779978,660000,2.3725554943084717,560000,747585.5,0.0,False
1703003581677564496,660000,4.1431379318237305,560000,747585.5,0.0,False
1703003581776473941,660000,1.7574735879898071,560000,747585.5,0.0,False
1703003581877510607,660000,1.7574735879898071,560000,747585.5,0.39519795775413513,False
1703003581974519515,660000,1.9247006177902222,560000,747585.5,3.364025592803955,False
