time,pwm,distance,angle,control,velocity,target,target_center_offset
1704375445857832265,660000,0,560000,0,0.0,False,0
1704375445957840591,660000,0,560000,0,0.0,False,0
1704375446057698677,660000,0,560000,0,0.0,False,0
1704375446157852834,660000,0,560000,0,0.0,False,0
1704375446259792630,660000,0,560000,0,0.0,False,0
1704375446358160242,660000,0,560000,0,0.0,False,0
1704375446458148623,660000,0,560000,0,0.0,False,0
1704375446557724840,660000,0,560000,0,0.0,False,0
1704375446658050682,660000,0,560000,0,0.0,False,0
1704375446757613657,660000,0,560000,0,0.0,False,0
1704375446857858852,660000,0,560000,0,0.0,False,0
1704375446957968917,660000,0,560000,0,0.0,False,0
1704375447057893538,660000,0,560000,0,0.0,False,0
1704375447158140324,660000,0,560000,0,0.0,False,0
1704375447258014501,660000,0,560000,0,0.0,False,0
1704375447357905048,660000,0,560000,0,0.0,False,0
1704375447457878410,660000,0,560000,0,0.0,False,0
1704375447557787586,660000,0,560000,0,0.0,False,0
1704375447658143427,660000,0,560000,0,0.0,False,0
1704375447757887994,660000,0,560000,0,0.0,False,0
1704375447857921984,660000,0,560000,0,0.0,False,0
1704375447957918420,660000,0,560000,0,0.0,False,0
1704375448058026836,660000,0,560000,0,0.0,False,0
1704375448158023048,660000,0,560000,0,0.0,False,0
1704375448257765873,660000,0,560000,0,0.0,False,0
1704375448357888084,660000,0,560000,0,0.0,False,0
1704375448457772390,660000,0,560000,0,0.0,False,0
1704375448558029952,660000,0,560000,0,0.0,False,0
1704375448658029813,660000,0,560000,0,0.0,False,0
1704375448758359356,660000,0,560000,0,0.0,False,0
1704375448858053070,660000,0,560000,0,0.0,False,0
1704375448957988283,660000,0,560000,0,0.0,False,0
1704375449058014421,660000,0,560000,0,0.0,False,0
1704375449157894744,660000,0,560000,0,0.0,False,0
1704375449257872826,660000,0,560000,0,0.0,False,0
1704375449358000981,660000,0,560000,0,0.0,False,0
1704375449457769138,660000,0,560000,0,0.0,False,0
1704375449557731183,660000,0,560000,0,0.0,False,0
1704375449657752301,660000,0,560000,0,0.0,False,0
1704375449757884401,660000,0,560000,0,0.0,False,0
1704375449857707928,660000,0,560000,0,0.0,False,0
1704375449957738750,660000,0,560000,0,0.0,False,0
1704375450057738831,660000,0,560000,0,0.0,False,0
1704375450157902004,660000,0,560000,0,0.0,False,0
1704375450257851955,660000,0,560000,0,0.0,False,0
1704375450357855128,660000,0,560000,0,0.0,False,0
1704375450458002190,660000,0,560000,0,0.0,False,0
1704375450557725050,660000,0,560000,0,0.0,False,0
1704375450657797389,660000,0,560000,0,0.0,False,0
1704375450757744804,660000,0,560000,0,0.0,False,0
1704375450857838551,660000,0,560000,0,0.0,False,0
1704375450957815632,660000,0,560000,0,0.0,False,0
1704375451057800434,660000,0,560000,0,0.0,False,0
1704375451157902662,660000,0,560000,0,0.0,False,0
1704375451257816575,660000,0,560000,0,0.0,False,0
1704375451357884618,660000,0,560000,0,0.0,False,0
1704375451457761994,660000,0,560000,0,0.0,False,0
1704375451557910481,660000,0,560000,0,0.0,False,0
1704375451658064041,660000,0,560000,0,0.0,False,0
1704375451757914900,660000,0,560000,0,0.0,False,0
1704375451857797277,660000,0,560000,0,0.0,False,0
1704375451957833764,660000,0,560000,0,0.0,False,0
1704375452057843139,660000,0,560000,0,0.0,False,0
1704375452157820329,660000,0,560000,0,0.0,False,0
1704375452257762038,660000,0,560000,0,0.0,False,0
1704375452357824413,660000,0,560000,0,0.0,False,0
1704375452457840844,660000,0,560000,0,0.0,False,0
1704375452557877219,660000,0,560000,0,0.0,False,0
1704375452657824742,660000,0,560000,0,0.0,False,0
1704375452758099394,660000,0,560000,0,0.0,False,0
1704375452857759623,660000,0,560000,0,0.0,False,0
1704375452958024626,660000,0,560000,0,0.0,False,0
1704375453057934131,660000,0,560000,0,0.0,False,0
1704375453157884839,660000,0,560000,0,0.0,False,0
1704375453257931139,660000,0,560000,0,0.0,False,0
1704375453357795310,660000,0,560000,0,0.0,False,0
1704375453458016572,660000,0,560000,0,0.0,False,0
1704375453557693467,660000,0,560000,0,0.0,False,0
1704375453657812525,660000,0,560000,0,0.0,False,0
1704375453757849733,660000,0,560000,0,0.0,False,0
1704375453857828052,660000,0,560000,0,0.0,False,0
1704375453957844129,660000,0,560000,0,0.0,False,0
