%time,field.data
1702393628198888778,10.236556053161621
1702393628267707109,10.53223705291748
1702393628340963363,10.350997924804688
1702393628410088539,10.25337028503418
1702393628478447437,10.527241706848145
1702393628547833681,9.984739303588867
1702393628618131160,10.73032283782959
1702393628687737703,10.473490715026855
1702393628756560802,10.238641738891602
1702393628828407764,10.782115936279297
1702393628897618293,10.529746055603027
1702393628967484951,10.004332542419434
1702393629039158821,10.653928756713867
1702393629107721328,10.286319732666016
1702393629178814411,10.292928695678711
1702393629248860597,10.281161308288574
1702393629318335056,10.579115867614746
1702393629386008739,10.22562313079834
1702393629460510969,10.741706848144531
1702393629529940843,10.506023406982422
1702393629597408056,10.589625358581543
1702393629668905258,9.982229232788086
1702393629738692283,10.716557502746582
1702393629808917522,10.770752906799316
1702393629878700017,10.275105476379395
1702393629948455572,10.597393989562988
1702393630019206047,10.261717796325684
1702393630089009761,10.567816734313965
1702393630159366607,10.515223503112793
1702393630227920532,10.329320907592773
1702393630303522109,10.260661125183105
1702393630367673397,9.795872688293457
1702393630436666965,9.979670524597168
1702393630507512331,10.277688026428223
1702393630578169345,10.49012565612793
1702393630648555278,9.849248886108398
1702393630718748331,10.100326538085938
1702393630788992881,10.273514747619629
1702393630859296321,9.941596984863281
1702393630928009748,9.969216346740723
1702393631000476121,9.596884727478027
1702393631068376064,9.815741539001465
1702393631141423702,9.862713813781738
1702393631209954977,9.62382984161377
1702393631278319835,9.503530502319336
1702393631349697589,9.890851020812988
1702393631418356657,9.840385437011719
1702393631485663414,9.516613960266113
1702393631557553052,9.817789077758789
1702393631628604650,9.47628402709961
1702393631700568437,9.500917434692383
1702393631771362066,9.476786613464355
1702393631837544441,9.536824226379395
1702393631907933950,9.790549278259277
1702393631980267286,9.922940254211426
1702393632050883531,9.594459533691406
1702393632118327379,9.487163543701172
1702393632186597585,9.937745094299316
1702393632257695198,9.187426567077637
1702393632327156305,9.486044883728027
1702393632398926019,9.40182876586914
1702393632467322349,9.900893211364746
1702393632538494110,9.818754196166992
1702393632608455419,9.3851900100708
1702393632679740667,9.330375671386719
1702393632745986461,9.899090766906738
1702393632818056106,9.510784149169922
1702393632889461994,9.20182991027832
1702393632961855888,9.448770523071289
1702393633029241323,9.4131498336792
1702393633097872495,9.449832916259766
1702393633170999526,9.481993675231934
1702393633239053726,9.139978408813477
1702393633307550907,9.864333152770996
1702393633378574609,9.453914642333984
1702393633449621677,9.820401191711426
1702393633519149780,9.38884449005127
1702393633588407754,9.657195091247559
1702393633660018920,9.491826057434082
1702393633729506969,10.296653747558594
1702393633799349069,9.611512184143066
1702393633867330551,9.545634269714355
1702393633938569784,9.35991382598877
1702393634008304119,9.796612739562988
1702393634082144975,9.46208381652832
1702393634146047830,9.295421600341797
1702393634217721700,10.167191505432129
1702393634288876295,9.653724670410156
1702393634359211206,9.590445518493652
1702393634426731109,9.757060050964355
1702393634499038457,10.073184967041016
1702393634569377899,9.49339485168457
1702393634639538764,9.257137298583984
1702393634707631587,9.372310638427734
1702393634777945756,9.43610954284668
1702393634850930213,9.877664566040039
1702393634917740106,9.089460372924805
1702393634987151145,9.838663101196289
1702393635059440851,9.448200225830078
1702393635130062818,9.488980293273926
1702393635199081897,9.359158515930176
1702393635267412900,9.830794334411621
1702393635339125156,9.912574768066406
1702393635409863471,9.488419532775879
1702393635478546142,9.408324241638184
1702393635547298908,9.890925407409668
1702393635616575241,9.842885971069336
1702393635688915491,9.397170066833496
1702393635760222911,9.55993366241455
1702393635828711748,9.757652282714844
1702393635897380352,9.38739013671875
1702393635969120025,9.429012298583984
1702393636038872480,9.503612518310547
1702393636105520725,9.550765037536621
1702393636177684545,9.877059936523438
1702393636248916625,9.414284706115723
1702393636320393800,9.612615585327148
1702393636385882139,9.80362319946289
1702393636458282709,9.86808967590332
1702393636527377843,9.491856575012207
1702393636599258661,9.496835708618164
1702393636668988943,9.517755508422852
1702393636737385272,9.731775283813477
1702393636808245658,10.150261878967285
1702393636878758668,9.29173469543457
1702393636949268579,9.96622371673584
