pwm,velocity
715000,6.870566645447089
720000,9.084486601304034
725000,12.125927127137476
730000,14.491889953613281
735000,15.951680650516431
740000,18.15427694515306
745000,18.815510263248367
750000,17.16789944317876
755000,20.471788445297552
760000,22.230709387331594
765000,22.87313379560198
770000,24.326576271835638
