pwm,velocity
715000,4.036305264550812
720000,6.176056735369624
725000,7.768353841742691
730000,9.769414570866799
735000,11.600815344829948
740000,13.300724477184062
745000,14.66727996359066
750000,16.33557348835225
755000,17.503746246804997
760000,18.147004302667114
765000,19.240107283300283
770000,21.071221526788207
