time,pwm,distance,angle,control,velocity,target,target_center_offset
1704373920054138149,660000,0,560000,0,0.0,False,0
1704373920153805118,660000,0,560000,0,0.0,False,0
1704373920253957453,660000,0,560000,0,0.0,False,0
1704373920353915401,660000,0,560000,0,0.0,False,0
1704373920455967642,660000,0,560000,0,0.0,False,0
1704373920562605059,660000,0,560000,0,0.0,False,0
1704373920655673855,660000,0,560000,0,0.0,False,0
1704373920755437268,660000,0,560000,0,0.0,False,0
1704373920855615324,660000,0,560000,0,0.0,False,0
1704373920955892713,660000,0,560000,0,0.0,False,0
1704373921055760310,660000,0,560000,0,0.0,False,0
1704373921155627370,660000,0,560000,0,0.0,False,0
1704373921256074609,660000,0,560000,0,0.0,False,0
1704373921356488830,660000,0,560000,0,0.0,False,0
1704373921455473324,660000,0,560000,0,0.0,False,0
1704373921555571659,660000,0,560000,0,0.0,False,0
1704373921655705290,660000,0,560000,0,0.0,False,0
1704373921755950661,660000,0,560000,0,0.0,False,0
1704373921855561964,660000,0,560000,0,0.0,False,0
1704373921956205571,660000,0,560000,0,0.0,False,0
1704373922055966577,660000,0,560000,0,0.0,False,0
1704373922155791729,660000,0,560000,0,0.0,False,0
1704373922255513845,660000,0,560000,0,0.0,False,0
1704373922355326961,660000,0,560000,0,0.0,False,0
1704373922456341546,660000,0,560000,0,0.0,False,0
1704373922556115458,660000,0,560000,0,0.0,False,0
1704373922655960962,660000,0,560000,0,0.0,False,0
1704373922755415711,660000,0,560000,0,0.0,False,0
1704373922855855024,660000,0,560000,0,0.0,False,0
1704373922955486345,660000,0,560000,0,0.0,False,0
1704373923056095304,660000,0,560000,0,0.0,False,0
1704373923155952567,660000,0,560000,0,0.0,False,0
1704373923255828349,660000,0,560000,0,0.0,False,0
1704373923355841054,660000,0,560000,0,0.0,False,0
1704373923455712669,660000,0,560000,0,0.0,False,0
1704373923555812319,660000,0,560000,0,0.0,False,0
1704373923658629626,660000,0,560000,0,0.0,False,0
1704373923755956914,660000,0,560000,0,0.0,False,0
1704373923855942639,660000,0,560000,0,0.0,False,0
1704373923955883920,660000,0,560000,0,0.0,False,0
1704373924055916681,660000,0,560000,0,0.0,False,0
1704373924155827351,660000,0,560000,0,0.0,False,0
1704373924255723576,660000,0,560000,0,0.0,False,0
1704373924355891002,660000,0,560000,0,0.0,False,0
1704373924455901393,660000,0,560000,0,0.0,False,0
1704373924556143596,660000,0,560000,0,0.0,False,0
1704373924655790213,660000,0,560000,0,0.0,False,0
1704373924756077934,660000,0,560000,0,0.0,False,0
1704373924855869142,660000,0,560000,0,0.0,False,0
1704373924956033902,660000,0,560000,0,0.0,False,0
1704373925055664111,660000,0,560000,0,0.0,False,0
1704373925156054646,660000,0,560000,0,0.0,False,0
1704373925256510292,660000,0,560000,0,0.0,False,0
1704373925355876411,660000,0,560000,0,0.0,False,0
1704373925455920209,660000,0,560000,0,0.0,False,0
1704373925555610010,660000,0,560000,0,0.0,False,0
1704373925655830417,660000,0,560000,0,0.0,False,0
1704373925755413664,660000,0,560000,0,0.02087271958589554,False,0
1704373925855669163,660000,0,560000,0,0.0,False,0
1704373925956326251,660000,0,560000,0,0.0,False,0
1704373926055895627,660000,0,560000,0,0.0,False,0
1704373926155833056,660000,0,560000,0,0.0,False,0
1704373926255668003,660000,0,560000,0,0.0,False,0
1704373926355708579,660000,0,560000,0,0.0,False,0
1704373926455251252,660000,0,560000,0,0.0,False,0
1704373926555959839,660000,0,560000,0,0.0,False,0
1704373926656519520,660000,0,560000,0,0.0,False,0
1704373926756170877,660000,0,560000,0,0.0,False,0
1704373926855900233,660000,0,560000,0,0.0,False,0
1704373926955911345,660000,0,560000,0,0.0,False,0
1704373927056150382,660000,0,560000,0,0.0,False,0
1704373927155898515,660000,0,560000,0,0.0,False,0
1704373927256435807,660000,0,560000,0,0.0,False,0
1704373927355709427,660000,0,560000,0,0.0,False,0
1704373927455960333,660000,0,560000,0,0.0,False,0
1704373927556194203,660000,0,560000,0,0.0,False,0
1704373927656187075,660000,0,560000,0,0.0,False,0
1704373927756367352,660000,0,560000,0,0.0,False,0
1704373927855663972,660000,0,560000,0,0.0,False,0
1704373927955550882,660000,0,560000,0,0.0,False,0
1704373928056190950,660000,0,560000,0,0.0,False,0
1704373928155839177,660000,0,560000,0,0.0,False,0
1704373928255892641,660000,0,560000,0,0.0,False,0
1704373928355286148,660000,0,560000,0,0.0,False,0
1704373928455824477,660000,0,560000,0,0.0,False,0
1704373928555835571,660000,0,560000,0,0.0,False,0
1704373928657427871,660000,0,560000,0,0.0,False,0
1704373928756115070,660000,0,560000,0,0.0,False,0
1704373928855375505,660000,0,560000,0,0.0,False,0
1704373928955822039,660000,0,560000,0,0.0,False,0
1704373929055822910,660000,0,560000,0,0.0,False,0
1704373929155546840,660000,0,560000,0,0.0,False,0
1704373929255439249,660000,0,560000,0,0.0,False,0
1704373929355136438,660000,0,560000,0,0.0,False,0
1704373929456216021,660000,0,560000,0,0.0,False,0
1704373929555790637,660000,0,560000,0,0.0,False,0
1704373929656032599,660000,0,560000,0,0.0,False,0
1704373929755889268,660000,0,560000,0,0.0,False,0
1704373929855874732,660000,0,560000,0,0.0,False,0
1704373929955617920,660000,0,560000,0,0.0,False,0
1704373930055812308,660000,0,560000,0,0.0,False,0
1704373930155698254,660000,0,560000,0,0.0,False,0
1704373930255841198,660000,0,560000,0,0.0,False,0
1704373930355954012,660000,0,560000,0,0.0,False,0
1704373930455358797,660000,0,560000,0,0.0,False,0
